電影,#genre#
靖天戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv058
靖天映畫,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv055
靖天育樂台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv062
靖天資訊台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv065
靖天綜合台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv046
靖洋卡通Nice Bingo,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv057
靖洋戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv045
龍華偶像,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn12
龍華日韓台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn11
龍華戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn18
三立都會,https://flv3948069e.live.126.net/live/sytv_df030be85e8465cba8bdde25ee7731f8.flv
三立都會,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
三立台灣,http://50.7.61.148:30080/Entry/settw-
三立台灣,http://125.227.210.37:15714/VideoInput/play.ts
三立台灣,https://flv3948069e.live.126.net/live/sytv_e4030b695e8468e6698dde658e7737fe.flv
三立台灣,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立戲劇,https://flv3948069e.live.126.net/live/sytv_12d30b786e84667f624dde7bae773b99.flv
三立綜合,https://flv3948069e.live.126.net/live/sytv_68630ba2ae846bae3b0ddebcee773182.flv
緯來育樂,rtmp://59.124.75.136/sat/tv701#rtmp://59.124.75.136/sat/tv702#rtmp://59.124.75.136:1935/sat/tv701
衛視中文台,http://50.7.61.148:30080/Entry/starchinese
原住民電視,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
中天娛樂,http://125.227.210.37:15796/VideoInput/play.ts
中天娛樂,https://flv3948069e.live.126.net/live/sytv_a2130beebe8469b84c6dde06fe773b34.flv
中天綜合,http://125.227.210.37:14583/VideoInput/play.ts
MTV綜合台,https://flv3948069e.live.126.net/live/sytv_3c130b6e9e846d28029dde127e773f35.flv
時尚運動X,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv014
ariang kr,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv079
ELTV英語學習台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn20
迪士尼,http://125.227.210.37:14250/VideoInput/play.ts
CN卡通,http://125.227.210.37:16671/VideoInput/play.ts
MoMo綜合,rtmp://59.124.75.136/sat/tv761#rtmp://59.124.75.136:1935/sat/tv761
MoMo綜合,http://125.227.210.37:13498/VideoInput/play.ts
NHK-World,http://125.227.210.37:8931/VideoInput/play.ts
彭博財經,http://125.227.210.37:18184/VideoInput/play.ts
緯來體育,http://125.227.210.37:18358/VideoInput/play.ts
NHKWORLD,http://125.227.210.37:8931/VideoInput/play.ts
Channel NewsAsia,http://125.227.210.37:8936/VideoInput/play.ts
YTN,http://125.227.210.37:8932/VideoInput/play.ts
Arirang,http://125.227.210.37:8933/VideoInput/play.ts
DW德國之聲,http://125.227.210.37:8934/VideoInput/play.ts
港澳,#genre#
$c_start🍌港澳🍌$c_end
鳳凰中文,http://112.102.214.193:65530/live/fhzw/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8#http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8#http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
鳳凰衛視中文,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=190&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://220.158.149.28:8180/live/TV00000000000000000067@HHZT#http://220.158.149.26:8182/hls/TV00000000000000000067@HHZT.m3u8
星空衛視,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=234&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://220.158.149.28:8180/live/TV00000000000000000064@HHZT
澳亞衛視,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#http://220.158.149.28:8180/live/TV00000000000000000030@HHZT
明珠,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
CGTN,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=14&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
翡翠,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
有線18,rtmp://59.124.75.136/sat/hk042
翡翠台,rtmp://185.207.176.189:1935/channels/tv-81
鳳凰衛視,http://125.227.210.37:8935/VideoInput/play.ts
Arirang TV,http://125.227.210.37:8933/VideoInput/play.ts
TV5亞洲,http://125.227.210.37:8937/VideoInput/play.ts
TV5 Monde,http://125.227.210.37:8937/VideoInput/play.ts
NHK BS1,http://125.227.210.37:8939/VideoInput/play.ts
NHK BS Premium,http://125.227.210.37:8940/VideoInput/play.ts
澳視澳門,http://61.244.22.5/ch1/_definst_/ch1.live/playlist.m3u8
澳門衛星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
澳門資訊,http://61.244.22.5/ch5/_definst_/info_ch5.live/playlist.m3u8
陽光衛視,https://stream.chinasuntv.com/680k/mid_video_index.m3u8
澳亞衛視,https://live.mastvnet.com/4rlff1m/1024/live.m3u8
開電視,http://livetv.dnsfor.me:80/channel.9.m3u8
無綫新聞台,http://livetv.dnsfor.me:80/channel.10.m3u8
無綫財經資訊台,http://livetv.dnsfor.me:80/channel.11.m3u8
Now Sports Prime 630,http://livetv.dnsfor.me:80/channel.12.m3u8
CCTV5HD,http://livetv.dnsfor.me:80/channel.17.m3u8
開電視,http://media.fantv.hk/m3u8/archive/channel2.m3u8
開電視,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
雙星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
TVB 星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
小太陽,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
TV1,http://50.7.161.82:8278/streams/d/TV1/playlist.m3u8
TV2,http://50.7.161.82:8278/streams/d/TV2/playlist.m3u8
NTV7,http://50.7.161.82:8278/streams/d/Rtmntv7/playlist.m3u8#http://50.7.161.82:8278/streams/d/Ntv7_backup/playlist.m3u8
TV9,http://50.7.161.82:8278/streams/d/TV9/playlist.m3u8
Awani,http://50.7.161.82:8278/streams/d/Awani/playlist.m3u8
Bernama,http://50.7.161.82:8278/streams/d/Bernama/playlist.m3u8
星空衛視,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1#https://itv.ahcme.edu.cn/hls/startv.m3u8#rtmp://58.200.131.2:1935/livetv/startv
蓮花衛視,http://live-hls.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8
亞視本港,https://15813114727637862976168173814320.live.prod.hkatv.com/a1_cbr_lo.m3u8
Sony HD,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
tvN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
KBS Wolrd,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
Oh!k,http://50.7.161.82:8278/streams/d/Ohk/playlist.m3u8
NatGeo Wild HD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
TVB 星河台,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
One,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
TVN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
ViuTV 1080P,http://61.238.6.49:8000/bysid/99#http://hls.globaliptv.ml/viu99.php
ViuTV 6HD,http://61.238.6.49:8000/bysid/96#http://hls.globaliptv.ml/viu96.php
ViuTV,http://ldpc.ld0766.club/tvb.php?id=viutv
翡翠台 1080P,http://61.238.6.49:8000/bysid/1#https://cdn.hkdtmb.com/hls/81/index.m3u8
有線新聞,http://player.ggiptv.com:13164/v/hkcxw.m3u8
TV CANARIAS,http://v3948069e.live.126.net/live/wbrbruqn78846690/52.flv
ViuTV,http://v3948069e.live.126.net/live/ooadaaihygy854184.flv
香港開電視,http://v3948069e.live.126.net/live/hod904.flv
香港開電視,http://v3948069e.live.126.net/live/ibugejgr56835280/13.flv
索尼AXN台,http://v3948069e.live.126.net/live/lgdhdhqt88784905/85.flv
RTHK32,http://v3948069e.live.126.net/live/czspynxb30863195/12.flv
超高清603,https://p2.weizan.cn/1646497941/983713851238420990/live.m3u8
超高清J2,https://p2.weizan.cn/1646497941/939801511891437527/live.m3u8
超高清翡翠台,https://r2.weizan.cn/v/1646497941_13205559193952310.flv
超高清无线新闻,https://r2.weizan.cn/v/1646497941_673946820532880689.flv
超高清有线新闻,https://r2.weizan.cn/v/1646497941_697113090439139174.flv
超高清VIU TV,https://r2.weizan.cn/v/1646497941_298463206624524692.flv
fox3,rtmp://59.124.75.136:1935/sat/md021
ELTA1,rtmp://59.124.75.136:1935/sat/md041
日本MLB,rtmp://59.124.75.136:1935/sat/jp071
CBS2 720,rtmp://59.124.75.136:1935/sat/us011
CBS2 480,rtmp://59.124.75.136:1935/sat/us012
FS1 480,rtmp://59.124.75.136:1935/sat/us031
FS1 352,rtmp://59.124.75.136:1935/sat/us032
星空衛視,rtmp://ivi.bupt.edu.cn:1935/livetv/startv#rtmp://58.200.131.2:1935/livetv/startv
星空音樂,rtmp://58.200.131.3:1935/livetv/channelv
亞旅衛視,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
🇭🇰馬來測試,#genre#
$c_start🇭🇰馬來測試$c_end
TV3,http://50.7.161.82:8278/streams/d/TV3/playlist.m3u8
Astro Awani,http://50.7.161.82:8278/streams/d/Awani/playlist.m3u8
Astro Prima,http://50.7.161.82:8278/streams/d/Prima/playlist.m3u8
Astro Oasis,http://50.7.161.82:8278/streams/d/Oasis/playlist.m3u8
Astro Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
Hello,http://50.7.161.82:8278/streams/d/Hello/playlist.m3u8
Naura,http://50.7.161.82:8278/streams/d/Naura/playlist.m3u8
TVB Xing He,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
Astro Quan Jia,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
Astro Xiao Tai Yang,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
Astro Shuang Xing,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
TLC,http://50.7.161.82:8278/streams/d/Tlc/playlist.m3u8
Celestial Movie,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
CCM,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映頻道(粵),http://210.210.155.35/qwr9ew/s/s33/01.m3u8
NTV7,http://50.7.161.82:8278/streams/d/Rtmntv7/playlist.m3u8
Ceria,http://50.7.161.82:8278/streams/d/Ceria/playlist.m3u8
Prima,http://50.7.161.82:8278/streams/d/Prima/playlist.m3u8
Oasis,http://50.7.161.82:8278/streams/d/Oasis/playlist.m3u8
Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
HBO HD,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
央視衛視,#genre#
$c_start🍌央視衛視🍌$c_end
CCTV1,http://93.190.139.36:8278/streams/d/cctv1/playlist.m3u8
CCTV2,http://93.190.139.36:8278/streams/d/cctv2/playlist.m3u8
CCTV3綜藝,http://93.190.139.36:8278/streams/d/cctv3/playlist.m3u8
CCTV6電影,http://93.190.139.36:8278/streams/d/cctv6/playlist.m3u8
CCTV7,http://93.190.139.36:8278/streams/d/cctv7/playlist.m3u8
CCTV10科教,http://93.190.139.36:8278/streams/d/cctv10hd/playlist.m3u8
CCTV11,http://93.190.139.36:8278/streams/d/cctv11/playlist.m3u8
CCTV12,http://93.190.139.36:8278/streams/d/cctv12/playlist.m3u8
CCTV14,http://93.190.139.36:8278/streams/d/cctv14/playlist.m3u8
CCTV15,http://93.190.139.36:8278/streams/d/cctv15/playlist.m3u8
CCTV-1綜合,http://223.110.243.159/ott.js.chinamobile.com/PLTV/3/224/3221227725/index.m3u8
CCTV-2財經,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV-3綜藝,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV-4國際,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV-5體育,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV-5+體育賽事,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV-6電影,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227430/index.m3u8
CCTV-7國防軍事,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8
CCTV-8電視劇,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227629/index.m3u8
CCTV-9紀錄,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227614/index.m3u8
CCTV-10科教,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8
CCTV-11戲曲,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8
CCTV-12社會與法,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8
CCTV-13新聞,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8
CCTV-14少兒,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8
CCTV-15音樂,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8
CCTV-17農業農村,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
北京衛視 HD,http://39.134.65.208/PLTV/88888888/224/3221225678/index.m3u8
浙江衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
東方衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225658/index.m3u8
湖南衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
江蘇衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
安徽衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
湖北衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
深圳衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
山東衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
遼寧衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
廣東衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
黑龍江衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
天津衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
重慶衛視 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
CCTV1,http://60.255.49.202/live/CCTV-1H265_4000.m3u8
CCTV2,http://60.255.49.202/live/CCTV-2H265_4000.m3u8
CCTV3,http://60.255.49.202/live/CCTV-3H265_4000.m3u8
CCTV4,http://60.255.49.202/live/CCTV-4H265_4000.m3u8
CCTV5,http://60.255.49.202/live/CCTV-5H265_4000.m3u8
CCTV5+,http://60.255.49.202/live/CCTV-5plusH265_4000.m3u8
CCTV6,http://60.255.49.202/live/CCTV-6H265_4000.m3u8
CCTV7,http://60.255.49.202/live/CCTV-7H265_4000.m3u8
CCTV8,http://60.255.49.202/live/CCTV-8H265_4000.m3u8
CCTV9,http://60.255.49.202/live/CCTV-9H265_4000.m3u8
CCTV10,http://60.255.49.202/live/CCTV-10H265_4000.m3u8
CCTV11,http://60.255.49.202/live/CCTV-11-H265_4000.m3u8
CCTV12,http://60.255.49.202/live/CCTV-12H265_4000.m3u8
CCTV13,http://60.255.49.202/live/CCTV-xw_4000.m3u8
CCTV14,http://60.255.49.202/live/CCTV-14H265_4000.m3u8
CCTV15,http://60.255.49.202/live/CCTV-15-yyH265_4000.m3u8
CCTV17,http://60.255.49.202/live/CCTV-17_4000.m3u8
4K超高清電影,http://60.255.49.202/live/emdy4k_8000.m3u8
CHC家庭電影,http://60.255.49.202/live/jbtygqCHCjtyyH265_4000.m3u8
CHC動作電影,http://60.255.49.202/live/gef.wqCHCdzdyH265_4000.m3u8
CHC高請電影,http://60.255.49.202/live/lnwsCHC-HDH265_4000.m3u8     
江蘇衛視,http://60.255.49.202/live/jswsH265_4000.m3u8
北京衛視,http://60.255.49.202/live/bjwsH265_4000.m3u8
東方衛視,http://60.255.49.202/live/dfwsH265_4000.m3u8
湖南衛視,http://60.255.49.202/live/hnwsH265_4000.m3u8
浙江衛視,http://60.255.49.202/live/zjwsH265_4000.m3u8
廣東衛視,http://60.255.49.202/live/gdwsH265_4000.m3u8
江西衛視,http://60.255.49.202/live/jxwsH265_4000.m3u8
湖北衛視,http://60.255.49.202/live/hbwsH265_4000.m3u8
重慶衛視,http://60.255.49.202/live/cqwsH265_4000.m3u8
安徽衛視,http://60.255.49.202/live/ahwsH265_4000.m3u8
東南衛視,http://60.255.49.202/live/dnwsfjwsH265_4000.m3u8
山東衛視,http://60.255.49.202/live/sdwsH265_4000.m3u8
深圳衛視,http://60.255.49.202/live/szwsH265_4000.m3u8
天津衛視,http://60.255.49.202/live/tjwsH265_4000.m3u8
貴州衛視,http://60.255.49.202/live/gzwsH265_4000.m3u8
吉林衛視,http://60.255.49.202/live/jlwsH265_4000.m3u8
黑龍江衛視,http://60.255.49.202/live/hljwsH265_4000.m3u8
四川衛視,http://60.255.49.202/live/scwsH265_4000.m3u8
CCTV風云音樂,http://60.255.49.202/live/fyyy_4000.m3u8
CCTV女性時尚,http://60.255.49.202/live/nxss_4000.m3u8
CCTV兵器科教,http://60.255.49.202/live/bqkj_4000.m3u8
CCTV世界地理,http://60.255.49.202/live/sjdl_4000.m3u8
CCTV世界地理,http://60.255.49.202/live/yscq4kH265_4000.m3u8
甘肅衛視,http://60.255.49.202/live/gsws_4000.m3u8
云南衛視,http://60.255.49.202/live/ynws_4000.m3u8
廣西衛視,http://60.255.49.202/live/gxws_4000.m3u8
河南衛視,http://60.255.49.202/live/hnws35_4000.m3u8
陜西衛視,http://60.255.49.202/live/sxws_4000.m3u8
山西衛視,http://60.255.49.202/live/sxws42_4000.m3u8
內蒙古衛視,http://60.255.49.202/live/nmgws_4000.m3u8
風云音樂HD,http://60.255.49.202/live/fyyy_4000.m3u8
河南衛視,http://60.255.49.202/live/hnws_4000.m3u8
四海釣魚,http://60.255.49.202/live/shdy_4000.m3u8
國防軍事,http://60.255.49.202/live/gfjs_4000.m3u8
世界地理,http://60.255.49.202/live/sjdl_4000.m3u8
攝影,http://60.255.49.202/live/sy_4000.m3u8
早期教育,http://60.255.49.202/live/zqjy_4000.m3u8
CETV4,http://60.255.49.202/live/zhms_4000.m3u8
家庭理財,http://60.255.49.202/live/jtlcH264_4000.m3u8
成都新聞綜合,http://60.255.49.202/live/CDTV-1_4000.m3u8
成都經濟資訊,http://60.255.49.202/live/CDTV-2_4000.m3u8
成都都市生活,http://60.255.49.202/live/CDTV-3_4000.m3u8
成都影視文藝,http://60.255.49.202/live/CDTV-4_4000.m3u8
成都公共頻道,http://60.255.49.202/live/CDTV-5_4000.m3u8
CETV1,http://60.255.49.202/live/CETV-1H264_4000.m3u8
快樂垂釣,http://60.255.49.202/live/fyzqklcdHDH265_4000.m3u8
極速汽車,http://60.255.49.202/live/jsqcH265_4000.m3u8
動漫秀場,http://60.255.49.202/live/yybb-dmxc-H265_4000.m3u8
都市劇場,http://60.255.49.202/live/yxfydsjcHDH265_4000.m3u8
新視覺,http://60.255.49.202/live/ycxsjH265_4000.m3u8
生活時尚,http://60.255.49.202/live/shssH265_4000.m3u8
全紀實,http://60.255.49.202/live/qjs-HDH265_4000.m3u8
四川科教hd,http://60.255.49.202/live/SCTV-ggSCTV-8_4000.m3u8
四川公共鄉村hd,http://60.255.49.202/live/SCTV-kjSCTV-9-_4000.m3u8
SCTV-7hd,http://60.255.49.202/live/SCTV-7-_4000.m3u8
四川文化旅游hd,http://60.255.49.202/live/SCTV-2-H265_4000.m3u8
峨眉電影hd,http://60.255.49.202/live/emdygqH265_4000.m3u8
四川經濟hd,http://60.255.49.202/live/SCTV-3-H265_4000.m3u8
四川新聞hd,http://60.255.49.202/live/SCTV-4H265_4000.m3u8
日韓,#genre#
$c_start🍌日韓🍌$c_end
韓國韓國中央,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
韓國TJB SBS,http://1.245.74.5:1935/live/tv/.m3u8
韓國KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
FIGHTING TV サムライ,rtmp://118.163.221.79/channel/61310016c6f62a25d2da2183?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
鉄道チャンネル,rtmp://118.163.221.79/channel/6130ff85c6f62a25d2da217f?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
スーパー！ドラマＴＶ,rtmp://118.163.221.79/channel/61319c6ec6f62a25d2da21c1?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ゴルフネットワーク,rtmp://118.163.221.79/channel/6132218dc6f62a25d2da21ce?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
アニマルプラネット 動物星球,rtmp://118.163.221.79/channel/6131031fc6f62a25d2da2195?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
BBCワールドニュース,rtmp://118.163.221.79/channel/6132224ac6f62a25d2da21d2?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
スターチャンネル１,rtmp://118.163.221.79/channel/613103a6c6f62a25d2da2199?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
MUSIC ON! TV（エムオン!）,rtmp://220.130.68.152/channel/6132246bc6f62a25d2da21da?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
Music Japan TV,rtmp://220.130.68.152/channel/613223d7c6f62a25d2da21d6?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
スターチャンネル２,rtmp://118.163.221.79/channel/61310410c6f62a25d2da219b?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
スターチャンネル３,rtmp://118.163.221.79/channel/6131044fc6f62a25d2da219d?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
ヒストリーチャンネル™,rtmp://220.130.68.152/channel/613224aec6f62a25d2da21dc?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
AXN ＨＤ 海外ドラマ,rtmp://220.130.68.152/channel/61322915c6f62a25d2da21de?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
釣りビジョン,rtmp://220.130.68.152/channel/61322958c6f62a25d2da21e0?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
AXNミステリー,rtmp://202.39.64.233/channel/61322a00c6f62a25d2da21e4?sign=epgg4bkSF4hx%2BZ5WNsuYKsEplmbYqQUX%2B6JC58%2BxkfsbRvS1V06cgWCkj%2BY3Yz1c1ETU
